ID	Type	Cluster representative	Virus Species	Host Species
ERR2587260_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius sara
ERR4468581_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius cydno
ERR4468584_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR841713_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
ERR841714_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR841715_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius sara
ERR841716_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Mixed sample
ERR841717_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
ERR841718_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR841719_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR841720_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
ERR841721_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
ERR841723_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius sara
ERR841724_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR841727_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
ERR841728_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius sara
ERR841729_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
ERR841730_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Mixed sample
ERR841732_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR841734_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Mixed sample
ERR841735_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR841736_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Mixed sample
SRR13261078_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Eueides isabella
SRR2076794_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
SRR2076795_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
SRR2076796_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
SRR2076797_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
SRR6818674_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius cydno
YP_009026409.1 Heliconius erato iflavirus	NCBI	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
YP_009047245.1 Lymantria dispar iflavirus 1	NCBI	YP_009047245.1 Lymantria dispar iflavirus 1	Iflavirus lineacelli	Lymantria dispar
SRR1686378_complete_1	Complete	YP_009116875.1 Thaumetopoea pityocampa iflavirus 1	Iflaviridae	Thaumetopoea pityocampa
SRR1686379_complete_1	Complete	YP_009116875.1 Thaumetopoea pityocampa iflavirus 1	Iflaviridae	Thaumetopoea pityocampa
SRR1686381_complete_1	Complete	YP_009116875.1 Thaumetopoea pityocampa iflavirus 1	Iflaviridae	Thaumetopoea pityocampa
YP_009116875.1 Thaumetopoea pityocampa iflavirus 1	NCBI	YP_009116875.1 Thaumetopoea pityocampa iflavirus 1	Iflaviridae	Thaumetopoea pityocampa
ERR2018557_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018558_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018559_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018560_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018561_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018562_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018563_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018564_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018565_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018566_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018567_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
ERR2018568_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035590_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035592_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035593_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035594_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035595_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035596_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035598_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035639_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035640_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035641_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035647_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035651_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035652_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035654_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035655_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035656_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035658_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035659_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035660_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035681_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035695_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035696_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035697_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035699_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035700_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035701_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035702_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035703_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035704_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035713_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035746_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035747_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10035748_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10141248_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10141249_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR10141250_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR12265894_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR12265895_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR12265896_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR13836889_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR13836890_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR14371759_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR14371760_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15211897_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15247047_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15247048_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15247049_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15247050_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15247051_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15247052_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602308_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602310_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602311_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602312_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602313_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602314_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15602315_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902753_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902754_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902755_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902756_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902757_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902758_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902759_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902760_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902761_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902762_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902763_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR15902764_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR16350319_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR1924170_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR1924172_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR1924176_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR1924178_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19261776_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19261777_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19261778_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19261779_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19261780_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19261781_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19279534_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19279535_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19279536_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19279537_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19279538_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR19279539_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR21132304_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979434_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979435_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979436_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979437_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979438_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979439_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979440_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR3979441_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425244_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425246_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425247_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425248_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425249_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425252_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425253_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425254_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425255_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425256_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425257_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425258_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425259_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR4425260_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5119600_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5248294_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Spodoptera litura
SRR5295643_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5295644_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602461_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602462_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602463_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602464_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602465_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602467_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602468_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602469_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602470_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602471_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR5602472_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR6002264_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR6031682_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR6031683_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR6031684_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR6031685_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR6476601_pg_nr1	Patched	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR7043030_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8493697_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8493698_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8493703_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8493707_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8493709_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8493710_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR8910711_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR9021106_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR9021107_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR9021108_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR9021109_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR9021110_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
SRR9021111_complete_1	Complete	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
YP_009162630.1 Bombyx mori iflavirus	NCBI	YP_009162630.1 Bombyx mori iflavirus	Iflavirus	Bombyx mori
YP_009165593.1 Opsiphanes invirae iflavirus 1	NCBI	YP_009165593.1 Opsiphanes invirae iflavirus 1	Iflaviridae	Opsiphanes invirae
SRR12000234_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR12000238_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR4242252_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR9308186_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR9308187_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR9308189_pg_nr1	Patched	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR9308195_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR9308196_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR9308197_complete_1	Complete	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
YP_009344960.1 Helicoverpa armigera iflavirus	NCBI	YP_009344960.1 Helicoverpa armigera iflavirus	Iflavirus	Helicoverpa armigera
SRR12674265_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR12674266_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR12674267_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR12674272_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR12674273_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR12674274_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR17120989_pg_nr1	Patched	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR17120990_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR17120991_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR3623392_pg_nr1	Patched	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR6461129_pg_nr1	Patched	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
SRR6461131_complete_1	Complete	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
YP_009361829.1 Diamondback moth iflavirus	NCBI	YP_009361829.1 Diamondback moth iflavirus	Iflavirus	Plutella xylostella
